"";"Rubrica";"Data";"Valor"
"1";"5. PRIMÁRIO GOVERNO CENTRAL";1997-01-01;-978
"2";"5. PRIMÁRIO GOVERNO CENTRAL";1997-02-01;648
"3";"5. PRIMÁRIO GOVERNO CENTRAL";1997-03-01;1625
"4";"5. PRIMÁRIO GOVERNO CENTRAL";1997-04-01;1524
"5";"5. PRIMÁRIO GOVERNO CENTRAL";1997-05-01;191
"6";"5. PRIMÁRIO GOVERNO CENTRAL";1997-06-01;103
"7";"5. PRIMÁRIO GOVERNO CENTRAL";1997-07-01;-108
"8";"5. PRIMÁRIO GOVERNO CENTRAL";1997-08-01;1587
"9";"5. PRIMÁRIO GOVERNO CENTRAL";1997-09-01;-696
"10";"5. PRIMÁRIO GOVERNO CENTRAL";1997-10-01;-769
"11";"5. PRIMÁRIO GOVERNO CENTRAL";1997-11-01;276
"12";"5. PRIMÁRIO GOVERNO CENTRAL";1997-12-01;-1602
"13";"5. PRIMÁRIO GOVERNO CENTRAL";1998-01-01;551
"14";"5. PRIMÁRIO GOVERNO CENTRAL";1998-02-01;279
"15";"5. PRIMÁRIO GOVERNO CENTRAL";1998-03-01;2344
"16";"5. PRIMÁRIO GOVERNO CENTRAL";1998-04-01;1788
"17";"5. PRIMÁRIO GOVERNO CENTRAL";1998-05-01;-58
"18";"5. PRIMÁRIO GOVERNO CENTRAL";1998-06-01;-1842
"19";"5. PRIMÁRIO GOVERNO CENTRAL";1998-07-01;-26
"20";"5. PRIMÁRIO GOVERNO CENTRAL";1998-08-01;5748
"21";"5. PRIMÁRIO GOVERNO CENTRAL";1998-09-01;-738
"22";"5. PRIMÁRIO GOVERNO CENTRAL";1998-10-01;-1467
"23";"5. PRIMÁRIO GOVERNO CENTRAL";1998-11-01;-1159
"24";"5. PRIMÁRIO GOVERNO CENTRAL";1998-12-01;2158
"25";"5. PRIMÁRIO GOVERNO CENTRAL";1999-01-01;760
"26";"5. PRIMÁRIO GOVERNO CENTRAL";1999-02-01;1571
"27";"5. PRIMÁRIO GOVERNO CENTRAL";1999-03-01;4507
"28";"5. PRIMÁRIO GOVERNO CENTRAL";1999-04-01;2510
"29";"5. PRIMÁRIO GOVERNO CENTRAL";1999-05-01;-651
"30";"5. PRIMÁRIO GOVERNO CENTRAL";1999-06-01;3813
"31";"5. PRIMÁRIO GOVERNO CENTRAL";1999-07-01;2157
"32";"5. PRIMÁRIO GOVERNO CENTRAL";1999-08-01;2643
"33";"5. PRIMÁRIO GOVERNO CENTRAL";1999-09-01;3518
"34";"5. PRIMÁRIO GOVERNO CENTRAL";1999-10-01;506
"35";"5. PRIMÁRIO GOVERNO CENTRAL";1999-11-01;785
"36";"5. PRIMÁRIO GOVERNO CENTRAL";1999-12-01;-1955
"37";"5. PRIMÁRIO GOVERNO CENTRAL";2000-01-01;1481
"38";"5. PRIMÁRIO GOVERNO CENTRAL";2000-02-01;1476
"39";"5. PRIMÁRIO GOVERNO CENTRAL";2000-03-01;4014
"40";"5. PRIMÁRIO GOVERNO CENTRAL";2000-04-01;3937
"41";"5. PRIMÁRIO GOVERNO CENTRAL";2000-05-01;2882
"42";"5. PRIMÁRIO GOVERNO CENTRAL";2000-06-01;1641
"43";"5. PRIMÁRIO GOVERNO CENTRAL";2000-07-01;356
"44";"5. PRIMÁRIO GOVERNO CENTRAL";2000-08-01;3272
"45";"5. PRIMÁRIO GOVERNO CENTRAL";2000-09-01;1593
"46";"5. PRIMÁRIO GOVERNO CENTRAL";2000-10-01;1025
"47";"5. PRIMÁRIO GOVERNO CENTRAL";2000-11-01;1291
"48";"5. PRIMÁRIO GOVERNO CENTRAL";2000-12-01;-1986
"49";"5. PRIMÁRIO GOVERNO CENTRAL";2001-01-01;2556
"50";"5. PRIMÁRIO GOVERNO CENTRAL";2001-02-01;569
"51";"5. PRIMÁRIO GOVERNO CENTRAL";2001-03-01;3583
"52";"5. PRIMÁRIO GOVERNO CENTRAL";2001-04-01;6504
"53";"5. PRIMÁRIO GOVERNO CENTRAL";2001-05-01;3499
"54";"5. PRIMÁRIO GOVERNO CENTRAL";2001-06-01;1564
"55";"5. PRIMÁRIO GOVERNO CENTRAL";2001-07-01;1189
"56";"5. PRIMÁRIO GOVERNO CENTRAL";2001-08-01;2389
"57";"5. PRIMÁRIO GOVERNO CENTRAL";2001-09-01;1561
"58";"5. PRIMÁRIO GOVERNO CENTRAL";2001-10-01;2381
"59";"5. PRIMÁRIO GOVERNO CENTRAL";2001-11-01;785
"60";"5. PRIMÁRIO GOVERNO CENTRAL";2001-12-01;-4843
"61";"5. PRIMÁRIO GOVERNO CENTRAL";2002-01-01;6030
"62";"5. PRIMÁRIO GOVERNO CENTRAL";2002-02-01;2526
"63";"5. PRIMÁRIO GOVERNO CENTRAL";2002-03-01;2005
"64";"5. PRIMÁRIO GOVERNO CENTRAL";2002-04-01;5726
"65";"5. PRIMÁRIO GOVERNO CENTRAL";2002-05-01;1831
"66";"5. PRIMÁRIO GOVERNO CENTRAL";2002-06-01;1772
"67";"5. PRIMÁRIO GOVERNO CENTRAL";2002-07-01;1781
"68";"5. PRIMÁRIO GOVERNO CENTRAL";2002-08-01;1324
"69";"5. PRIMÁRIO GOVERNO CENTRAL";2002-09-01;6956
"70";"5. PRIMÁRIO GOVERNO CENTRAL";2002-10-01;3797
"71";"5. PRIMÁRIO GOVERNO CENTRAL";2002-11-01;1027
"72";"5. PRIMÁRIO GOVERNO CENTRAL";2002-12-01;-3199
"73";"5. PRIMÁRIO GOVERNO CENTRAL";2003-01-01;7171
"74";"5. PRIMÁRIO GOVERNO CENTRAL";2003-02-01;3833
"75";"5. PRIMÁRIO GOVERNO CENTRAL";2003-03-01;4128
"76";"5. PRIMÁRIO GOVERNO CENTRAL";2003-04-01;9672
"77";"5. PRIMÁRIO GOVERNO CENTRAL";2003-05-01;3725
"78";"5. PRIMÁRIO GOVERNO CENTRAL";2003-06-01;760
"79";"5. PRIMÁRIO GOVERNO CENTRAL";2003-07-01;2808
"80";"5. PRIMÁRIO GOVERNO CENTRAL";2003-08-01;2488
"81";"5. PRIMÁRIO GOVERNO CENTRAL";2003-09-01;3764
"82";"5. PRIMÁRIO GOVERNO CENTRAL";2003-10-01;4327
"83";"5. PRIMÁRIO GOVERNO CENTRAL";2003-11-01;2362
"84";"5. PRIMÁRIO GOVERNO CENTRAL";2003-12-01;-5958
"85";"5. PRIMÁRIO GOVERNO CENTRAL";2004-01-01;7243
"86";"5. PRIMÁRIO GOVERNO CENTRAL";2004-02-01;4283
"87";"5. PRIMÁRIO GOVERNO CENTRAL";2004-03-01;5745
"88";"5. PRIMÁRIO GOVERNO CENTRAL";2004-04-01;7129
"89";"5. PRIMÁRIO GOVERNO CENTRAL";2004-05-01;3771
"90";"5. PRIMÁRIO GOVERNO CENTRAL";2004-06-01;5660
"91";"5. PRIMÁRIO GOVERNO CENTRAL";2004-07-01;3622
"92";"5. PRIMÁRIO GOVERNO CENTRAL";2004-08-01;3460
"93";"5. PRIMÁRIO GOVERNO CENTRAL";2004-09-01;4706
"94";"5. PRIMÁRIO GOVERNO CENTRAL";2004-10-01;4742
"95";"5. PRIMÁRIO GOVERNO CENTRAL";2004-11-01;1757
"96";"5. PRIMÁRIO GOVERNO CENTRAL";2004-12-01;-2776
"97";"5. PRIMÁRIO GOVERNO CENTRAL";2005-01-01;8378
"98";"5. PRIMÁRIO GOVERNO CENTRAL";2005-02-01;2016
"99";"5. PRIMÁRIO GOVERNO CENTRAL";2005-03-01;6573
"100";"5. PRIMÁRIO GOVERNO CENTRAL";2005-04-01;12713
"101";"5. PRIMÁRIO GOVERNO CENTRAL";2005-05-01;2780
"102";"5. PRIMÁRIO GOVERNO CENTRAL";2005-06-01;5766
"103";"5. PRIMÁRIO GOVERNO CENTRAL";2005-07-01;4757
"104";"5. PRIMÁRIO GOVERNO CENTRAL";2005-08-01;3782
"105";"5. PRIMÁRIO GOVERNO CENTRAL";2005-09-01;2787
"106";"5. PRIMÁRIO GOVERNO CENTRAL";2005-10-01;5853
"107";"5. PRIMÁRIO GOVERNO CENTRAL";2005-11-01;1278
"108";"5. PRIMÁRIO GOVERNO CENTRAL";2005-12-01;-4009
"109";"5. PRIMÁRIO GOVERNO CENTRAL";2006-01-01;4055
"110";"5. PRIMÁRIO GOVERNO CENTRAL";2006-02-01;3608
"111";"5. PRIMÁRIO GOVERNO CENTRAL";2006-03-01;7290
"112";"5. PRIMÁRIO GOVERNO CENTRAL";2006-04-01;14686
"113";"5. PRIMÁRIO GOVERNO CENTRAL";2006-05-01;2662
"114";"5. PRIMÁRIO GOVERNO CENTRAL";2006-06-01;6050
"115";"5. PRIMÁRIO GOVERNO CENTRAL";2006-07-01;3027
"116";"5. PRIMÁRIO GOVERNO CENTRAL";2006-08-01;6272
"117";"5. PRIMÁRIO GOVERNO CENTRAL";2006-09-01;375
"118";"5. PRIMÁRIO GOVERNO CENTRAL";2006-10-01;6850
"119";"5. PRIMÁRIO GOVERNO CENTRAL";2006-11-01;-337
"120";"5. PRIMÁRIO GOVERNO CENTRAL";2006-12-01;-5790
"121";"5. PRIMÁRIO GOVERNO CENTRAL";2007-01-01;11556
"122";"5. PRIMÁRIO GOVERNO CENTRAL";2007-02-01;3499
"123";"5. PRIMÁRIO GOVERNO CENTRAL";2007-03-01;3864
"124";"5. PRIMÁRIO GOVERNO CENTRAL";2007-04-01;14095
"125";"5. PRIMÁRIO GOVERNO CENTRAL";2007-05-01;4242
"126";"5. PRIMÁRIO GOVERNO CENTRAL";2007-06-01;5198
"127";"5. PRIMÁRIO GOVERNO CENTRAL";2007-07-01;5163
"128";"5. PRIMÁRIO GOVERNO CENTRAL";2007-08-01;3664
"129";"5. PRIMÁRIO GOVERNO CENTRAL";2007-09-01;39
"130";"5. PRIMÁRIO GOVERNO CENTRAL";2007-10-01;9878
"131";"5. PRIMÁRIO GOVERNO CENTRAL";2007-11-01;4504
"132";"5. PRIMÁRIO GOVERNO CENTRAL";2007-12-01;-8052
"133";"5. PRIMÁRIO GOVERNO CENTRAL";2008-01-01;15363
"134";"5. PRIMÁRIO GOVERNO CENTRAL";2008-02-01;5217
"135";"5. PRIMÁRIO GOVERNO CENTRAL";2008-03-01;10607
"136";"5. PRIMÁRIO GOVERNO CENTRAL";2008-04-01;16721
"137";"5. PRIMÁRIO GOVERNO CENTRAL";2008-05-01;5550
"138";"5. PRIMÁRIO GOVERNO CENTRAL";2008-06-01;7921
"139";"5. PRIMÁRIO GOVERNO CENTRAL";2008-07-01;7205
"140";"5. PRIMÁRIO GOVERNO CENTRAL";2008-08-01;6268
"141";"5. PRIMÁRIO GOVERNO CENTRAL";2008-09-01;6134
"142";"5. PRIMÁRIO GOVERNO CENTRAL";2008-10-01;14867
"143";"5. PRIMÁRIO GOVERNO CENTRAL";2008-11-01;-4419
"144";"5. PRIMÁRIO GOVERNO CENTRAL";2008-12-01;-19994
"145";"5. PRIMÁRIO GOVERNO CENTRAL";2009-01-01;3978
"146";"5. PRIMÁRIO GOVERNO CENTRAL";2009-02-01;-1111
"147";"5. PRIMÁRIO GOVERNO CENTRAL";2009-03-01;6627
"148";"5. PRIMÁRIO GOVERNO CENTRAL";2009-04-01;10031
"149";"5. PRIMÁRIO GOVERNO CENTRAL";2009-05-01;-367
"150";"5. PRIMÁRIO GOVERNO CENTRAL";2009-06-01;-618
"151";"5. PRIMÁRIO GOVERNO CENTRAL";2009-07-01;1510
"152";"5. PRIMÁRIO GOVERNO CENTRAL";2009-08-01;3383
"153";"5. PRIMÁRIO GOVERNO CENTRAL";2009-09-01;-7814
"154";"5. PRIMÁRIO GOVERNO CENTRAL";2009-10-01;11235
"155";"5. PRIMÁRIO GOVERNO CENTRAL";2009-11-01;10663
"156";"5. PRIMÁRIO GOVERNO CENTRAL";2009-12-01;1921
"157";"5. PRIMÁRIO GOVERNO CENTRAL";2010-01-01;13809
"158";"5. PRIMÁRIO GOVERNO CENTRAL";2010-02-01;-1181
"159";"5. PRIMÁRIO GOVERNO CENTRAL";2010-03-01;-4566
"160";"5. PRIMÁRIO GOVERNO CENTRAL";2010-04-01;16481
"161";"5. PRIMÁRIO GOVERNO CENTRAL";2010-05-01;-582
"162";"5. PRIMÁRIO GOVERNO CENTRAL";2010-06-01;614
"163";"5. PRIMÁRIO GOVERNO CENTRAL";2010-07-01;726
"164";"5. PRIMÁRIO GOVERNO CENTRAL";2010-08-01;3863
"165";"5. PRIMÁRIO GOVERNO CENTRAL";2010-09-01;25946
"166";"5. PRIMÁRIO GOVERNO CENTRAL";2010-10-01;7718
"167";"5. PRIMÁRIO GOVERNO CENTRAL";2010-11-01;885
"168";"5. PRIMÁRIO GOVERNO CENTRAL";2010-12-01;14179
"169";"5. PRIMÁRIO GOVERNO CENTRAL";2011-01-01;14074
"170";"5. PRIMÁRIO GOVERNO CENTRAL";2011-02-01;2527
"171";"5. PRIMÁRIO GOVERNO CENTRAL";2011-03-01;8888
"172";"5. PRIMÁRIO GOVERNO CENTRAL";2011-04-01;15491
"173";"5. PRIMÁRIO GOVERNO CENTRAL";2011-05-01;4043
"174";"5. PRIMÁRIO GOVERNO CENTRAL";2011-06-01;10408
"175";"5. PRIMÁRIO GOVERNO CENTRAL";2011-07-01;11103
"176";"5. PRIMÁRIO GOVERNO CENTRAL";2011-08-01;2537
"177";"5. PRIMÁRIO GOVERNO CENTRAL";2011-09-01;5301
"178";"5. PRIMÁRIO GOVERNO CENTRAL";2011-10-01;11406
"179";"5. PRIMÁRIO GOVERNO CENTRAL";2011-11-01;4630
"180";"5. PRIMÁRIO GOVERNO CENTRAL";2011-12-01;1483
"181";"5. PRIMÁRIO GOVERNO CENTRAL";2012-01-01;20622
"182";"5. PRIMÁRIO GOVERNO CENTRAL";2012-02-01;5373
"183";"5. PRIMÁRIO GOVERNO CENTRAL";2012-03-01;7408
"184";"5. PRIMÁRIO GOVERNO CENTRAL";2012-04-01;10841
"185";"5. PRIMÁRIO GOVERNO CENTRAL";2012-05-01;1476
"186";"5. PRIMÁRIO GOVERNO CENTRAL";2012-06-01;695
"187";"5. PRIMÁRIO GOVERNO CENTRAL";2012-07-01;3770
"188";"5. PRIMÁRIO GOVERNO CENTRAL";2012-08-01;1385
"189";"5. PRIMÁRIO GOVERNO CENTRAL";2012-09-01;1068
"190";"5. PRIMÁRIO GOVERNO CENTRAL";2012-10-01;9421
"191";"5. PRIMÁRIO GOVERNO CENTRAL";2012-11-01;-4803
"192";"5. PRIMÁRIO GOVERNO CENTRAL";2012-12-01;27733
"193";"5. PRIMÁRIO GOVERNO CENTRAL";2013-01-01;26123
"194";"5. PRIMÁRIO GOVERNO CENTRAL";2013-02-01;-6684
"195";"5. PRIMÁRIO GOVERNO CENTRAL";2013-03-01;-420
"196";"5. PRIMÁRIO GOVERNO CENTRAL";2013-04-01;6692
"197";"5. PRIMÁRIO GOVERNO CENTRAL";2013-05-01;5558
"198";"5. PRIMÁRIO GOVERNO CENTRAL";2013-06-01;814
"199";"5. PRIMÁRIO GOVERNO CENTRAL";2013-07-01;3418
"200";"5. PRIMÁRIO GOVERNO CENTRAL";2013-08-01;-335
"201";"5. PRIMÁRIO GOVERNO CENTRAL";2013-09-01;-10681
"202";"5. PRIMÁRIO GOVERNO CENTRAL";2013-10-01;4928
"203";"5. PRIMÁRIO GOVERNO CENTRAL";2013-11-01;28350
"204";"5. PRIMÁRIO GOVERNO CENTRAL";2013-12-01;14397
"205";"5. PRIMÁRIO GOVERNO CENTRAL";2014-01-01;12240
"206";"5. PRIMÁRIO GOVERNO CENTRAL";2014-02-01;-3315
"207";"5. PRIMÁRIO GOVERNO CENTRAL";2014-03-01;2924
"208";"5. PRIMÁRIO GOVERNO CENTRAL";2014-04-01;16158
"209";"5. PRIMÁRIO GOVERNO CENTRAL";2014-05-01;-11482
"210";"5. PRIMÁRIO GOVERNO CENTRAL";2014-06-01;-2682
"211";"5. PRIMÁRIO GOVERNO CENTRAL";2014-07-01;-2624
"212";"5. PRIMÁRIO GOVERNO CENTRAL";2014-08-01;-10647
"213";"5. PRIMÁRIO GOVERNO CENTRAL";2014-09-01;-20838
"214";"5. PRIMÁRIO GOVERNO CENTRAL";2014-10-01;3021
"215";"5. PRIMÁRIO GOVERNO CENTRAL";2014-11-01;-7192
"216";"5. PRIMÁRIO GOVERNO CENTRAL";2014-12-01;953
"217";"5. PRIMÁRIO GOVERNO CENTRAL";2015-01-01;9988
"218";"5. PRIMÁRIO GOVERNO CENTRAL";2015-02-01;-7429
"219";"5. PRIMÁRIO GOVERNO CENTRAL";2015-03-01;1120
"220";"5. PRIMÁRIO GOVERNO CENTRAL";2015-04-01;9902
"221";"5. PRIMÁRIO GOVERNO CENTRAL";2015-05-01;-8554
"222";"5. PRIMÁRIO GOVERNO CENTRAL";2015-06-01;-8941
"223";"5. PRIMÁRIO GOVERNO CENTRAL";2015-07-01;-7762
"224";"5. PRIMÁRIO GOVERNO CENTRAL";2015-08-01;-5706
"225";"5. PRIMÁRIO GOVERNO CENTRAL";2015-09-01;-7182
"226";"5. PRIMÁRIO GOVERNO CENTRAL";2015-10-01;-13190
"227";"5. PRIMÁRIO GOVERNO CENTRAL";2015-11-01;-21281
"228";"5. PRIMÁRIO GOVERNO CENTRAL";2015-12-01;-61468
"229";"5. PRIMÁRIO GOVERNO CENTRAL";2016-01-01;14689
"230";"5. PRIMÁRIO GOVERNO CENTRAL";2016-02-01;-25412
"231";"5. PRIMÁRIO GOVERNO CENTRAL";2016-03-01;-7830
"232";"5. PRIMÁRIO GOVERNO CENTRAL";2016-04-01;8817
"233";"5. PRIMÁRIO GOVERNO CENTRAL";2016-05-01;-16987
"234";"5. PRIMÁRIO GOVERNO CENTRAL";2016-06-01;-9744
"235";"5. PRIMÁRIO GOVERNO CENTRAL";2016-07-01;-19227
"236";"5. PRIMÁRIO GOVERNO CENTRAL";2016-08-01;-20302
"237";"5. PRIMÁRIO GOVERNO CENTRAL";2016-09-01;-25239
"238";"5. PRIMÁRIO GOVERNO CENTRAL";2016-10-01;40872
"239";"5. PRIMÁRIO GOVERNO CENTRAL";2016-11-01;-38467
"240";"5. PRIMÁRIO GOVERNO CENTRAL";2016-12-01;-62447
"241";"5. PRIMÁRIO GOVERNO CENTRAL";2017-01-01;18005
"242";"5. PRIMÁRIO GOVERNO CENTRAL";2017-02-01;-26336
"243";"5. PRIMÁRIO GOVERNO CENTRAL";2017-03-01;-11231
"244";"5. PRIMÁRIO GOVERNO CENTRAL";2017-04-01;12316
"245";"5. PRIMÁRIO GOVERNO CENTRAL";2017-05-01;-29387
"246";"5. PRIMÁRIO GOVERNO CENTRAL";2017-06-01;-19844
"247";"5. PRIMÁRIO GOVERNO CENTRAL";2017-07-01;-20155
"248";"5. PRIMÁRIO GOVERNO CENTRAL";2017-08-01;-10111
"249";"5. PRIMÁRIO GOVERNO CENTRAL";2017-09-01;-22822
"250";"5. PRIMÁRIO GOVERNO CENTRAL";2017-10-01;5073
"251";"5. PRIMÁRIO GOVERNO CENTRAL";2017-11-01;1261
"252";"5. PRIMÁRIO GOVERNO CENTRAL";2017-12-01;-21029
"253";"5. PRIMÁRIO GOVERNO CENTRAL";2018-01-01;30842
"254";"5. PRIMÁRIO GOVERNO CENTRAL";2018-02-01;-19218
"255";"5. PRIMÁRIO GOVERNO CENTRAL";2018-03-01;-24495
"256";"5. PRIMÁRIO GOVERNO CENTRAL";2018-04-01;8684
"257";"5. PRIMÁRIO GOVERNO CENTRAL";2018-05-01;-11027
"258";"5. PRIMÁRIO GOVERNO CENTRAL";2018-06-01;-16380
"259";"5. PRIMÁRIO GOVERNO CENTRAL";2018-07-01;-7488
"260";"5. PRIMÁRIO GOVERNO CENTRAL";2018-08-01;-19657
"261";"5. PRIMÁRIO GOVERNO CENTRAL";2018-09-01;-23026
"262";"5. PRIMÁRIO GOVERNO CENTRAL";2018-10-01;9509
"263";"5. PRIMÁRIO GOVERNO CENTRAL";2018-11-01;-16218
"264";"5. PRIMÁRIO GOVERNO CENTRAL";2018-12-01;-31747
"265";"5. PRIMÁRIO GOVERNO CENTRAL";2019-01-01;30030
"266";"5. PRIMÁRIO GOVERNO CENTRAL";2019-02-01;-18231
"267";"5. PRIMÁRIO GOVERNO CENTRAL";2019-03-01;-21087
"268";"5. PRIMÁRIO GOVERNO CENTRAL";2019-04-01;6526
"269";"5. PRIMÁRIO GOVERNO CENTRAL";2019-05-01;-14743
"270";"5. PRIMÁRIO GOVERNO CENTRAL";2019-06-01;-11805
"271";"5. PRIMÁRIO GOVERNO CENTRAL";2019-07-01;-5934
"272";"5. PRIMÁRIO GOVERNO CENTRAL";2019-08-01;-16821
"273";"5. PRIMÁRIO GOVERNO CENTRAL";2019-09-01;-20472
"274";"5. PRIMÁRIO GOVERNO CENTRAL";2019-10-01;8684
"275";"5. PRIMÁRIO GOVERNO CENTRAL";2019-11-01;-16574
"276";"5. PRIMÁRIO GOVERNO CENTRAL";2019-12-01;-14637
